employee_id,training_date,training_type,training_outcome,location,trainer,training_duration_days,training_cost,training_program_id,training_program_name
1294,2022-08-15,Internal,Passed,Michellemouth,Robin Lewis,3,906.05,1,Technical Skills
1295,2023-01-03,Internal,Incomplete,Starkmouth,Timothy Santos,5,689.77,4,Communication Skills
1296,2023-03-05,External,Passed,Clarkfort,Michael Gray,2,694.27,4,Communication Skills
1297,2023-06-14,External,Passed,New Joshuaton,Penny Lopez,3,352.75,3,Project Management
1298,2023-05-16,Internal,Passed,Dudleyfurt,Kayla Cruz,3,411.17,3,Project Management
1299,2023-01-21,External,Completed,Atkinsonborough,Karen Ritter,3,358.81,3,Project Management
1300,2023-04-29,Internal,Passed,Greentown,Jose Young,4,588.64,1,Technical Skills
1301,2022-09-22,Internal,Incomplete,Ellenburgh,Linda Bell,1,472.18,4,Communication Skills
1302,2022-08-20,Internal,Passed,South Jennifer,Jennifer Thornton,2,758.79,3,Project Management
1303,2023-06-02,Internal,Failed,Moorehaven,Zoe Vasquez,3,921.81,2,Leadership Development
1304,2023-01-16,External,Completed,Jayfort,Ariel Brown,3,405.08,4,Communication Skills
1305,2023-07-08,Internal,Failed,Lake Jaredstad,Stephen West,3,784.22,1,Technical Skills
1306,2023-07-13,External,Failed,North Ashleytown,Donald Anderson,4,443.99,1,Technical Skills
1307,2022-11-16,Internal,Incomplete,Kimberlyhaven,Keith Mcconnell,3,609.9,1,Technical Skills
1308,2022-10-10,External,Failed,East Diana,Stephen Wheeler,5,742.16,2,Leadership Development
1309,2022-09-09,External,Failed,North Alexandria,Jennifer Rodriguez,3,517.74,1,Technical Skills
1310,2022-10-16,Internal,Incomplete,Williamsshire,Samuel Ward,4,350.59,3,Project Management
1311,2022-10-17,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94,2,Leadership Development
1312,2023-04-29,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37,4,Communication Skills
1313,2022-10-25,Internal,Incomplete,West Christopher,Gregory Woodward,5,786.98,2,Leadership Development
1314,2023-03-18,Internal,Passed,New Dennis,Douglas Green,4,852.21,3,Project Management
1315,2023-07-29,External,Failed,Port Kelly,Gregory Davis,4,761.63,4,Communication Skills
1316,2023-04-20,External,Passed,South Micheleton,Susan Wilson,5,202.62,1,Technical Skills
1317,2022-08-20,External,Passed,West Jacob,Joseph Flowers,5,414.75,4,Communication Skills
1318,2022-10-17,External,Completed,Angelastad,Mindy Saunders PhD,4,344.55,4,Communication Skills
1319,2023-05-19,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46,3,Project Management
1320,2022-08-25,External,Completed,Matthewhaven,Michael Cummings,3,948.71,2,Leadership Development
1321,2023-01-19,Internal,Passed,New Kimberly,Dustin Morgan,5,308.77,5,Customer Service
1322,2023-02-24,External,Incomplete,Goodmouth,Lynn Cuevas,1,891.25,5,Customer Service
1323,2023-03-30,Internal,Passed,East Lindsay,Michael Kramer,2,659.9,5,Customer Service
1324,2022-09-30,Internal,Failed,Lake Theresa,Paul Torres,2,858.72,3,Project Management
1325,2023-03-28,External,Failed,Victorville,Robert Chapman,5,380.24,3,Project Management
1326,2023-05-01,External,Passed,Flemingport,Bryan Jones,5,505.4,2,Leadership Development
1327,2023-07-02,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01,2,Leadership Development
1328,2023-03-24,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38,5,Customer Service
1329,2023-06-11,External,Passed,Port Victoria,Sandra Bates,5,692.63,3,Project Management
1330,2022-11-20,Internal,Incomplete,East Michellechester,Lisa Jenkins,3,633.72,3,Project Management
1331,2022-09-14,Internal,Failed,Bradshawburgh,Seth Smith,2,517.62,4,Communication Skills
1332,2022-08-13,External,Incomplete,Anthonystad,Adrian Gray,4,231.76,2,Leadership Development
1333,2023-03-01,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12,5,Customer Service
1334,2023-04-01,Internal,Failed,Shawnaport,Felicia Johnson,1,297.12,3,Project Management
1335,2023-02-20,Internal,Incomplete,Port Joseph,Joe Anderson,2,384.43,2,Leadership Development
1336,2022-12-19,Internal,Passed,Lopezport,Brian Sanchez,4,969.95,2,Leadership Development
1337,2023-01-17,External,Failed,Dawnchester,Morgan Haas,5,719.7,3,Project Management
1338,2022-10-30,External,Incomplete,Donnaland,Calvin Simmons,1,355.83,2,Leadership Development
1339,2022-11-24,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47,5,Customer Service
1340,2023-02-06,External,Incomplete,Dennishaven,Sarah Perkins,2,890.39,2,Leadership Development
1341,2023-02-14,Internal,Passed,West Ryan,Justin Ingram,3,268.78,3,Project Management
1342,2023-01-28,Internal,Failed,Smithborough,Alejandro Flynn,4,930.72,3,Project Management
1343,2022-09-02,External,Completed,West Catherineton,Lori Smith,5,924.85,5,Customer Service
1344,2022-11-01,Internal,Incomplete,Port Jesse,Marissa Johnson,5,284.38,1,Technical Skills
1345,2022-11-30,External,Passed,Lisaberg,Samantha Chan,1,395.1,4,Communication Skills
1346,2023-07-02,External,Failed,Bellview,James Dominguez,2,501.64,1,Technical Skills
1347,2022-10-22,Internal,Failed,New Vernonberg,Christopher Becker,5,792.72,4,Communication Skills
1348,2023-08-01,Internal,Completed,Lake Peter,Ernest Walter,4,594.15,1,Technical Skills
1349,2022-11-26,Internal,Incomplete,Mooreshire,Zoe Smith,3,870.01,1,Technical Skills
1350,2023-01-29,Internal,Incomplete,North Miguelport,Jennifer Jimenez,2,610.06,2,Leadership Development
1351,2022-12-20,Internal,Passed,Port Brian,Marcia Johnson,2,278.16,3,Project Management
1352,2022-11-01,External,Completed,Smithchester,Emily Harmon,4,218.93,4,Communication Skills
1353,2022-12-16,Internal,Incomplete,Clarkehaven,Mark Zamora,5,179.21,4,Communication Skills
1354,2023-08-03,External,Failed,Aprilville,Amanda Brooks,2,983.37,4,Communication Skills
1355,2023-03-13,Internal,Completed,West Mark,Todd Hansen,5,534.28,3,Project Management
1356,2023-04-06,Internal,Incomplete,Michellefort,Dwayne Day,3,301.39,1,Technical Skills
1357,2023-05-26,External,Incomplete,Williamview,Jessica Turner,3,231.65,3,Project Management
1358,2022-08-10,Internal,Completed,Danielchester,Mary Galloway,2,994.81,4,Communication Skills
1359,2023-02-14,External,Incomplete,South Lisaview,Mary Bonilla,4,729.91,5,Customer Service
1360,2022-09-20,Internal,Passed,North Anthonyberg,Douglas Barton,2,538.02,2,Leadership Development
1361,2022-10-09,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88,3,Project Management
1362,2022-08-29,Internal,Passed,Lake Allisonhaven,Tonya Wiley,4,196.94,5,Customer Service
1363,2022-12-15,Internal,Completed,Danielleburgh,Dana Martin,2,285.83,3,Project Management
1364,2022-12-28,External,Incomplete,Poolemouth,John Wilson,4,818.6,3,Project Management
1365,2023-04-10,External,Incomplete,Anthonybury,Joshua Gallagher,1,610.97,2,Leadership Development
1366,2022-11-18,Internal,Completed,East David,Justin Herrera,1,762.83,1,Technical Skills
1367,2022-09-20,External,Incomplete,Medinafort,Jesus Jackson,5,438.44,3,Project Management
1368,2022-10-19,Internal,Incomplete,East Briantown,Denise Lopez,4,271.9,3,Project Management
1369,2023-01-31,External,Incomplete,Danatown,David Hernandez,2,629.2,4,Communication Skills
1370,2022-09-06,Internal,Incomplete,Marshallland,Jamie Davis MD,1,850.28,2,Leadership Development
1371,2022-10-01,External,Passed,New Brittanyshire,Eric Bradley,1,321.25,2,Leadership Development
1372,2023-06-03,Internal,Passed,Ericamouth,Amy Fowler,1,475.32,5,Customer Service
1373,2022-09-08,External,Failed,West Anthony,Julie Sanders,4,847.2,2,Leadership Development
1374,2022-10-08,Internal,Completed,Colemanton,Ashley Miller,1,983.35,5,Customer Service
1375,2023-06-25,External,Passed,North Shawnville,Candace Brown,3,880.9,1,Technical Skills
1376,2023-08-02,External,Completed,South Kimberly,Adam Smith,3,795.72,5,Customer Service
1377,2023-06-20,Internal,Completed,Port Kevinland,Anna Dennis,2,909.56,4,Communication Skills
1378,2023-01-28,External,Failed,New Ashleyburgh,Danny Santiago,5,145.7,4,Communication Skills
1379,2023-03-06,Internal,Passed,Joneston,Charles Lee,1,397.48,4,Communication Skills
1380,2023-05-26,External,Failed,West David,Grace Wheeler,3,326.7,4,Communication Skills
1381,2022-09-20,Internal,Failed,East Amy,Tammy Bowen,4,718.16,2,Leadership Development
1382,2023-02-21,Internal,Passed,Jameschester,Jose Gates,5,162.46,4,Communication Skills
1383,2023-01-15,Internal,Completed,Port Marie,Kara English MD,3,924.64,5,Customer Service
1384,2022-10-04,Internal,Passed,Carrollfort,Kristina Nelson,4,628.48,2,Leadership Development
1385,2023-06-27,Internal,Passed,Michaeltown,David Evans,1,678.07,4,Communication Skills
1386,2023-06-29,External,Passed,West Hannah,Lindsay Rogers,1,106.91,1,Technical Skills
1387,2022-12-20,External,Incomplete,Banksland,Paul Simon,1,195.95,4,Communication Skills
1388,2023-04-18,External,Completed,Port Nancy,Natasha Lewis,1,918.34,4,Communication Skills
1389,2023-01-16,External,Incomplete,Castilloville,Grace Archer,3,425.34,4,Communication Skills
1390,2023-03-03,External,Completed,Port Kelly,Anthony Burns,3,512.53,4,Communication Skills
1391,2023-02-05,External,Completed,Andersonland,Jason Jones,3,146.48,2,Leadership Development
1392,2023-04-20,External,Completed,North Coleview,Anthony Hodges,3,578.62,2,Leadership Development
1393,2023-04-02,External,Failed,Danastad,Stacy Leonard,3,255.61,1,Technical Skills
1394,2023-02-13,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26,2,Leadership Development
1395,2022-12-28,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97,4,Communication Skills
1396,2022-09-13,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28,4,Communication Skills
1397,2023-03-01,Internal,Incomplete,North Trevor,Stephanie Cook,2,669.41,5,Customer Service
1398,2023-01-04,External,Passed,Olsonmouth,Kelly Rogers,3,191.99,4,Communication Skills
1399,2023-05-02,Internal,Incomplete,Leahburgh,Jessica Garcia,2,695.11,5,Customer Service
1400,2022-08-06,Internal,Failed,New Melissachester,David Dennis,2,634.92,4,Communication Skills
1401,2023-07-03,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98,4,Communication Skills
1402,2022-10-14,External,Passed,Lake Sarah,Mary Ramirez,3,602.33,4,Communication Skills
1403,2023-06-08,Internal,Failed,Lake Christopherfort,Ryan Craig,3,807.02,1,Technical Skills
1404,2022-10-02,Internal,Completed,North Ian,Rachel Harris,4,411.94,3,Project Management
1405,2022-09-15,External,Completed,East Jaime,Ryan Flores,4,537.73,5,Customer Service
1406,2023-05-03,Internal,Incomplete,Fordborough,Jonathan French,5,930.1,1,Technical Skills
1407,2022-11-23,External,Completed,Toddport,John Mercado,3,249.66,4,Communication Skills
1408,2022-12-24,Internal,Passed,Hunterfort,Brian Rocha,5,691.82,4,Communication Skills
1409,2022-08-23,Internal,Passed,Ortegafort,David Rodriguez,4,938.59,5,Customer Service
1410,2022-11-25,External,Completed,North Russellstad,Luis Reynolds,1,746.8,3,Project Management
1411,2022-12-14,External,Incomplete,Beardland,Jennifer Ferguson,1,690.75,1,Technical Skills
1412,2022-08-24,External,Incomplete,Andreahaven,Gwendolyn Sullivan,4,544.19,3,Project Management
1413,2023-02-17,Internal,Completed,Deleonborough,Misty Miranda,5,918.34,1,Technical Skills
1414,2023-01-21,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2,5,Customer Service
1415,2022-12-28,Internal,Incomplete,Aaronburgh,Joshua David,3,633.96,5,Customer Service
1416,2022-10-27,External,Passed,Fordside,Julie Lewis,2,638.69,5,Customer Service
1417,2023-01-05,Internal,Passed,North James,Brandon Braun,1,643.82,3,Project Management
1418,2023-06-24,External,Failed,Lake Davidbury,Jermaine Coleman,1,840.76,3,Project Management
1419,2023-04-13,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04,2,Leadership Development
1420,2023-02-16,Internal,Completed,Kevinfort,Kari Finley,5,889.57,4,Communication Skills
1421,2022-12-08,Internal,Completed,Kevinmouth,Karen Brown,5,835.97,5,Customer Service
1422,2023-04-13,Internal,Failed,Lake Lauren,Andrea Cervantes,3,585.66,1,Technical Skills
1423,2023-03-15,Internal,Passed,Hernandezstad,James Welch,3,255.55,4,Communication Skills
1424,2023-03-05,External,Incomplete,Port Christiantown,Sean Wallace,4,695.24,1,Technical Skills
1425,2023-03-13,Internal,Failed,Beckland,Michael Barnes,1,850.15,1,Technical Skills
1426,2022-12-02,External,Completed,Mcfarlandside,Mary Baker,3,938.04,3,Project Management
1427,2023-04-25,External,Passed,Brettview,Crystal Norton,1,684.24,3,Project Management
1428,2022-08-30,Internal,Failed,South Crystal,Dr. Jennifer Jones,5,956.11,1,Technical Skills
1429,2022-11-26,External,Failed,Nicholsview,Claudia Williams,4,441.43,4,Communication Skills
1430,2022-08-26,External,Passed,New Robertfurt,Thomas Moran,4,193.99,2,Leadership Development
1431,2022-10-15,External,Failed,Kellyland,Danielle Peck,3,790.72,1,Technical Skills
1432,2022-08-06,Internal,Completed,Patelstad,Crystal Baldwin,4,894.75,4,Communication Skills
1433,2022-09-18,Internal,Passed,South Jose,Tiffany Adams,4,863.73,5,Customer Service
1434,2023-04-27,External,Incomplete,Patriciamouth,Diane Alvarado,2,746.99,3,Project Management
1435,2022-09-21,Internal,Passed,Morganshire,Jessica Alexander,4,360.38,2,Leadership Development
1436,2022-08-26,Internal,Incomplete,New Emilyland,Andrew Hendricks,1,298.3,1,Technical Skills
1437,2022-12-28,External,Passed,South Rickyton,James Garcia,3,537.12,2,Leadership Development
1438,2023-05-12,External,Passed,Lake Tony,George Swanson,2,996.18,5,Customer Service
1439,2023-06-20,Internal,Completed,Roseberg,Brandy Allison,4,764.43,4,Communication Skills
1440,2022-11-13,External,Failed,Jessetown,Michael Carlson,5,490.33,4,Communication Skills
1441,2022-10-23,Internal,Incomplete,Gallowaychester,Heather Price,4,758.41,5,Customer Service
1442,2023-02-21,External,Incomplete,Kingview,Heather Butler,3,367.56,1,Technical Skills
1443,2023-05-03,Internal,Failed,Sarahberg,Kimberly Gray,5,582.49,2,Leadership Development
1444,2023-01-30,External,Incomplete,New Jennaton,Christopher Garcia,2,561.14,2,Leadership Development
1445,2023-07-20,Internal,Passed,Kathleenhaven,Angela Perez MD,5,458.8,4,Communication Skills
1446,2023-02-06,Internal,Passed,Jenniferville,Jennifer Estrada,3,207.17,4,Communication Skills
1447,2023-05-26,External,Completed,Merrittstad,Johnny Austin,4,784.89,1,Technical Skills
1448,2022-08-06,Internal,Failed,Billymouth,Vicki Cook,5,151.43,2,Leadership Development
1449,2022-10-09,Internal,Passed,Shermanhaven,Kristen Brown,5,675.71,5,Customer Service
1450,2023-06-23,Internal,Incomplete,Whitefurt,Thomas Frederick,5,436.63,3,Project Management
1451,2022-10-25,External,Completed,Teresaberg,Jason Leonard,2,387.11,4,Communication Skills
1452,2022-09-04,Internal,Passed,Suarezfort,Janet Schneider,4,320.38,1,Technical Skills
1453,2023-04-05,Internal,Passed,Pearsonfort,Bryan Sanchez,2,294.55,1,Technical Skills
1454,2022-12-14,External,Completed,South Anthonystad,Gina Williams,1,832.86,5,Customer Service
1455,2023-05-15,Internal,Passed,Wallacemouth,Rachel Moore,5,223.34,2,Leadership Development
1456,2022-09-30,External,Incomplete,Lake Olivia,Heather Peters,3,456.95,5,Customer Service
1457,2023-05-11,External,Passed,Jameston,Mrs. Brittany Avila,5,988.47,3,Project Management
1458,2023-05-22,External,Incomplete,Graymouth,Brittany Mack,1,429.49,1,Technical Skills
1459,2022-10-18,Internal,Failed,Michelleview,Mark Cooper,3,798.97,3,Project Management
1460,2023-03-06,Internal,Incomplete,Michelleshire,Richard Harris,2,864.22,5,Customer Service
1461,2023-06-01,Internal,Passed,West Jessicamouth,Crystal Roberts,1,302.52,4,Communication Skills
1462,2023-02-02,External,Completed,East Sarahstad,Alisha Petersen,4,152.66,2,Leadership Development
1463,2023-04-14,Internal,Completed,Lake Stephaniefort,Ralph Chavez,2,399.05,5,Customer Service
1464,2023-06-25,Internal,Completed,Navarrochester,Samuel Sparks,2,791.74,5,Customer Service
1465,2022-12-06,External,Incomplete,New Jordan,Pamela Rodriguez,4,770.23,2,Leadership Development
1466,2022-12-16,External,Completed,Johnsontown,Valerie Collins,3,746.05,3,Project Management
1467,2023-01-13,External,Completed,East Danielside,Jennifer Richmond,2,177.66,1,Technical Skills
1468,2023-04-10,Internal,Passed,Sharonfort,Sharon Matthews,5,429.38,2,Leadership Development
1469,2022-08-25,External,Incomplete,Sharonstad,Wendy Lopez,3,867.59,2,Leadership Development
1470,2023-04-17,External,Failed,Lisaport,Anita Wright,5,502.65,4,Communication Skills
1471,2023-03-06,Internal,Completed,South Johnchester,Reginald Shaw,3,488.68,1,Technical Skills
1472,2023-04-11,Internal,Passed,Mistybury,Albert Schneider,3,416.76,3,Project Management
1473,2023-02-11,External,Passed,Mackenziemouth,Mark Ramirez,4,336.08,2,Leadership Development
1474,2023-02-19,External,Failed,Lake Kelliton,Stephanie Stevens,1,798.37,3,Project Management
1475,2022-11-04,Internal,Passed,Lake Veronica,Sherry Cortez,3,499.48,1,Technical Skills
1476,2023-03-08,External,Completed,Shelbyside,David Evans,2,615.32,1,Technical Skills
1477,2023-03-12,External,Failed,Reyesview,Leonard Miller,5,410.36,1,Technical Skills
1478,2023-08-03,External,Failed,North Ryan,Glenn Jensen,5,453.86,2,Leadership Development
1479,2023-01-23,Internal,Failed,South Joseton,Nathaniel Blevins,1,975.27,3,Project Management
1480,2023-04-18,External,Failed,Lake Meghan,Thomas Allen DDS,2,946.81,2,Leadership Development
1481,2023-05-16,Internal,Completed,Cooperview,Richard Flynn,5,142.57,4,Communication Skills
1482,2022-10-13,Internal,Completed,Johnview,William Jones,5,186.57,5,Customer Service
1483,2022-08-22,External,Incomplete,Melissabury,Jason Gibson,4,168.71,4,Communication Skills
1484,2023-07-29,External,Incomplete,North Georgeburgh,Danielle Maxwell,1,473.77,4,Communication Skills
1485,2023-07-02,External,Completed,East John,John Daniel,5,654.35,2,Leadership Development
1486,2023-05-30,Internal,Incomplete,East April,Jenny Stewart,2,176.63,5,Customer Service
